time,pos1,pos2,vel1,vel2,tau1,tau2
5.900000000000004130e-01,1.350372541937621351e+00,-2.155754354700500475e+00,9.036659486280500531e+00,1.706078784324303932e+00,5.000000000000000000e+00,0.000000000000000000e+00
5.950000000000004174e-01,1.395640452564493206e+00,-2.145649654013032315e+00,9.065993771915019650e+00,2.336357484619252745e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.000000000000004219e-01,1.440985953333140390e+00,-2.132386845932600750e+00,9.067427405212173497e+00,2.968995172570059182e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.050000000000004263e-01,1.486265752092954306e+00,-2.115959037335182646e+00,9.039494311618044620e+00,3.602031998584800387e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.100000000000004308e-01,1.531330013350092667e+00,-2.096369093707827869e+00,8.981052025189198318e+00,4.233529975823060454e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.150000000000004352e-01,1.576024105005090270e+00,-2.073629442938493828e+00,8.891332337130723573e+00,4.861608236884854328e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.200000000000004396e-01,1.620190582714362781e+00,-2.047761696207575977e+00,8.769985051534334275e+00,5.484480742541422593e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.250000000000004441e-01,1.663671367640392917e+00,-2.018796077100768027e+00,8.617110944055911048e+00,6.100495002698324676e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.300000000000004485e-01,1.706310054329275516e+00,-1.986770658479280582e+00,8.433280305632045781e+00,6.708169906429681362e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.350000000000004530e-01,1.747954269199957889e+00,-1.951730416958792347e+00,8.219534274473994984e+00,7.306230472773571627e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.400000000000004574e-01,1.788457989220312516e+00,-1.913726126036556563e+00,7.977367458823380275e+00,7.893637274388630054e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.450000000000004619e-01,1.827683726830458655e+00,-1.872813119814193294e+00,7.708691979722656740e+00,8.469608453957715000e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.500000000000004663e-01,1.865504492164444583e+00,-1.829049968852796582e+00,7.415784798682316215e+00,9.033632601491737191e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.550000000000004707e-01,1.901805457055523174e+00,-1.782497117271299336e+00,7.101221797530841151e+00,9.585471200933316283e+00,5.000000000000000000e+00,0.000000000000000000e+00
6.600000000000004752e-01,1.936485265965495195e+00,-1.733215535579279321e+00,6.767803333322958359e+00,1.012514977146028983e+01,5.000000000000000000e+00,0.000000000000000000e+00
